"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","influenza_season","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag"
,"State","Missouri","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","15.6678","4.238","1151","1074175","2024-2025, Missouri. Overall (6 months-17 years)","1","1","38","3",,,"0"
,"Substate","Illinois-City of Chicago","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","24.3122","18.8019","33","631490","2024-2025, Illinois-City of Chicago. Overall (6 months-17 years)","2","1","66","4",,,"0"
,"State","Delaware","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"1358","210534","2024-2025, Delaware. Overall (6 months-17 years)","1","1","19","3",,,"1"
,"State","Maine","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"21","274138","2024-2025, Maine. Overall (6 months-17 years)","4","1","32","3",,,"1"
,"State","Vermont","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"1171","69441","2024-2025, Vermont. Overall (6 months-17 years)","1","1","60","3",,,"1"
,"Substate","Texas-City of Houston","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.9543","2.7919","2119","672784","2024-2025, Texas-City of Houston. Overall (6 months-17 years)","1","1","73","4",,,"0"
,"National","National","Age","6 months-4 years","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","18.6769","1.1254","27633","16430972","2024-2025, National. Age: 6 months-4 years",,"2","1","1",,,"0"
,"State","Ohio","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","12.2796","2.541","1122","2182778","2024-2025, Ohio. Overall (6 months-17 years)",,"1","48","3",,,"0"
,"National","National","Age","5-17 years","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","17.3154","1.0073","54827","54460917","2024-2025, National. Age: 5-17 years",,"2","1","1",,,"0"
,"Region","Region 1","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","38.6686","11.5278","175","2812751","2024-2025, Region 1. Overall (6 months-17 years)","2","1","2","2",,,"0"
,"State","Connecticut","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"26","609846","2024-2025, Connecticut. Overall (6 months-17 years)","4","1","18","3",,,"1"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.1347","2.7961","7402","9695226","2024-2025, National. Race/Ethnicity: Black, Non-Hispanic","1","5","1","1",,,"0"
,"National","National","Race and Ethnicity","White, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","32.8729","3.7108","1516","34179716","2024-2025, National. Race/Ethnicity: White, Non-Hispanic","4","5","1","1",,,"0"
,"Region","Region 2","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","21.0563","10.9331","104","5814123","2024-2025, Region 2. Overall (6 months-17 years)","3","1","3","2",,,"0"
,"State","Iowa","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"12","454326","2024-2025, Iowa. Overall (6 months-17 years)","4","1","28","3",,,"1"
,"State","Wisconsin","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","10.2334","13.0324","40","1629050","2024-2025, Wisconsin. Overall (6 months-17 years)","3","1","64","3",,,"0"
,"State","Maine","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"21","274138","2024-2025, Maine. Overall (6 months-17 years)","2","1","32","3",,,"1"
,"State","Oregon","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","21.6846","8.6448","1508","1243658","2024-2025, Oregon. Overall (6 months-17 years)",,"1","50","3",,,"0"
,"National","National","Age","6-23 months","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.951","2.5783","10450","5248084","2024-2025, National. Age: 6-23 months","1","2","1","1",,,"0"
,"State","Iowa","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","10.9855","2.3903","1119","454326","2024-2025, Iowa. Overall (6 months-17 years)",,"1","28","3",,,"0"
,"Substate","New York-New York City","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","26.3194","3.8543","1083","772098","2024-2025, New York-New York City. Overall (6 months-17 years)",,"1","68","4",,,"0"
,"State","Colorado","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","18.9333","2.5995","1472","1391404","2024-2025, Colorado. Overall (6 months-17 years)","1","1","17","3",,,"0"
,"State","Mississippi","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"16","376177","2024-2025, Mississippi. Overall (6 months-17 years)","4","1","37","3",,,"1"
,"State","Florida","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","21.1017","5.2201","1431","1229763","2024-2025, Florida. Overall (6 months-17 years)",,"1","21","3",,,"0"
,"State","Alaska","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"21","112528","2024-2025, Alaska. Overall (6 months-17 years)","3","1","13","3",,,"1"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","15.476","3.8971","1940","908859","2024-2025, Arkansas. Overall (6 months-17 years)","1","1","15","3",,,"0"
,"State","Kentucky","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","45.568","30.9375","42","2054905","2024-2025, Kentucky. Overall (6 months-17 years)","4","1","30","3",,,"0"
,"State","New Jersey","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","21.5955","3.7861","1777","1824908","2024-2025, New Jersey. Overall (6 months-17 years)","1","1","43","3",,,"0"
,"State","South Carolina","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","20.1715","11.2183","65","2688663","2024-2025, South Carolina. Overall (6 months-17 years)","2","1","54","3",,,"0"
,"State","Wyoming","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","12.8512","5.0215","1354","123915","2024-2025, Wyoming. Overall (6 months-17 years)",,"1","65","3",,,"0"
,"National","National","Race and Ethnicity","Other, Non-Hispanic","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","18.2776","6.7986","394","8097003","2024-2025, National. Race/Ethnicity: Other, Non-Hispanic","3","5","1","1",,,"0"
,"State","Florida","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"1431","1229763","2024-2025, Florida. Overall (6 months-17 years)","1","1","21","3",,,"1"
,"National","National","Age","5-17 years","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","19.8967","2.84","1938","54057345","2024-2025, National. Age: 5-17 years","3","2","1","1",,,"0"
,"National","National","Age","6-23 months","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","34.6285","14.1405","142","5115453","2024-2025, National. Age: 6-23 months","4","2","1","1",,,"0"
,"National","National","Mother's Education","Less than high school","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","37.2556","16.8808","121","5911692","2024-2025, National. Mother's Education: Less than high school","3","3","1","1",,,"0"
,"Region","Region 7","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","15.9042","10.824","82","3198179","2024-2025, Region 7. Overall (6 months-17 years)","3","1","8","2",,,"0"
,"State","Maine","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"1284","180424","2024-2025, Maine. Overall (6 months-17 years)","1","1","32","3",,,"1"
,"National","National","Age","6-23 months","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","30.0973","9.8951","296","5248084","2024-2025, National. Age: 6-23 months","2","2","1","1",,,"0"
,"National","National","Race and Ethnicity","Other, Non-Hispanic","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","18.8188","2.1361","11134","8097003","2024-2025, National. Race/Ethnicity: Other, Non-Hispanic","1","5","1","1",,,"0"
,"State","Rhode Island","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"983","75925","2024-2025, Rhode Island. Overall (6 months-17 years)","1","1","53","3",,,"1"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","39.6752","10.0881","252","9695226","2024-2025, National. Race/Ethnicity: Black, Non-Hispanic","4","5","1","1",,,"0"
,"National","National","Race and Ethnicity","White, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","29.5876","3.9026","1516","34179716","2024-2025, National. Race/Ethnicity: White, Non-Hispanic","2","5","1","1",,,"0"
,"National","National","Mother's Education",">= College degree","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","18.7511","5.4097","630","30382424","2024-2025, National. Mother's Education: >= College degree","3","3","1","1",,,"0"
,"State","South Dakota","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"17","383697","2024-2025, South Dakota. Overall (6 months-17 years)","2","1","55","3",,,"1"
,"State","District of Columbia","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","29.9855","6.6296","2584","212692","2024-2025, District of Columbia. Overall (6 months-17 years)",,"1","20","3",,,"0"
,"State","Iowa","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"28","604582","2024-2025, Iowa. Overall (6 months-17 years)","2","1","28","3",,,"1"
,"National","National","Mother's Education","Some college","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","15.7956","1.8351","18121","14084150","2024-2025, National. Mother's Education: Some college",,"3","1","1",,,"0"
,"State","Florida","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"19","1229763","2024-2025, Florida. Overall (6 months-17 years)","3","1","21","3",,,"1"
,"State","Minnesota","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","17.0502","16.82","34","1880968","2024-2025, Minnesota. Overall (6 months-17 years)","4","1","36","3",,,"0"
,"National","National","Age","6-23 months","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","18.4121","1.3036","10450","5115453","2024-2025, National. Age: 6-23 months",,"2","1","1",,,"0"
,"National","National","Urbanicity","Urban (MSA Principal City)","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","21.3448","7.212","429","19909203","2024-2025, National. Urbanicity: Urban MSA Principal City","4","6","1","1",,,"0"
,"National","National","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","17.7171","0.8395","82460","70891889","2024-2025, National. Overall (6 months-17 years)","1","1","1","1",,,"0"
,"State","Tennessee","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","14.2426","3.0104","1328","1909063","2024-2025, Tennessee. Overall (6 months-17 years)",,"1","56","3",,,"0"
,"National","National","Urbanicity","Suburban (MSA Non-Principal City)","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","20.0491","3.1905","1512","44142421","2024-2025, National. Urbanicity: Suburban (MSA Non-Principal City)","3","6","1","1",,,"0"
,"Region","Region 1","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","17.0214","12.3448","96","2812751","2024-2025, Region 1. Overall (6 months-17 years)","4","1","2","2",,,"0"
,"State","New York","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.6472","12.5164","101","4520049","2024-2025, New York. Overall (6 months-17 years)","3","1","45","3",,,"0"
,"Substate","Illinois-Rest of State","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.1278","4.15","2406","2354305","2024-2025, Illinois-Rest of State. Overall (6 months-17 years)",,"1","67","4",,,"0"
,"State","Alabama","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","15.9374","17.999","37","2778188","2024-2025, Alabama. Overall (6 months-17 years)","3","1","12","3",,,"0"
,"State","South Carolina","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","12.8169","11.0028","53","3186149","2024-2025, South Carolina. Overall (6 months-17 years)","3","1","54","3",,,"0"
,"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","43.9475","18.9868","50","2938613","2024-2025, New York-Rest of State. Overall (6 months-17 years)","2","1","69","4",,,"0"
,"National","National","Age","5-17 years","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","17.3154","1.0073","54827","54460917","2024-2025, National. Age: 5-17 years","1","2","1","1",,,"0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.371","7.6264","252","9695226","2024-2025, National. Race/Ethnicity: Black, Non-Hispanic","2","5","1","1",,,"0"
,"State","Indiana","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","49.3868","23.5381","31","1449061","2024-2025, Indiana. Overall (6 months-17 years)","4","1","27","3",,,"0"
,"State","Connecticut","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","24.2596","6.2877","918","587750","2024-2025, Connecticut. Overall (6 months-17 years)",,"1","18","3",,,"0"
,"State","District of Columbia","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"27","440134","2024-2025, District of Columbia. Overall (6 months-17 years)","4","1","20","3",,,"1"
,"National","National","Age","5-17 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","30.5618","3.1794","1938","54057345","2024-2025, National. Age: 5-17 years","4","2","1","1",,,"0"
,"State","Wisconsin","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","18.1561","17.1203","31","1225898","2024-2025, Wisconsin. Overall (6 months-17 years)","4","1","64","3",,,"0"
,"Substate","Texas-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","23.5829","11.5977","100","4311901","2024-2025, Texas-Rest of State. Overall (6 months-17 years)","2","1","74","4",,,"0"
,"State","Wisconsin","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","35.3091","25.7253","40","1629050","2024-2025, Wisconsin. Overall (6 months-17 years)","2","1","64","3",,,"0"
,"Substate","Texas-City of Houston","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","33.7585","15.4621","80","672784","2024-2025, Texas-City of Houston. Overall (6 months-17 years)","2","1","73","4",,,"0"
,"National","National","Race and Ethnicity","Hispanic","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","20.3472","1.1656","18315","18591433","2024-2025, National. Race/Ethnicity: Hispanic",,"5","1","1",,,"0"
,"National","National","Urbanicity","Rural (Non-MSA)","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","25.3247","6.6189","505","8762571","2024-2025, National. Urbanicity: Rural (Non-MSA)","2","6","1","1",,,"0"
,"State","Louisiana","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","45.7685","17.4372","49","1181605","2024-2025, Louisiana. Overall (6 months-17 years)","4","1","31","3",,,"0"
,"State","Puerto Rico","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","10.2327","1.7004","1981","489338","2024-2025, Puerto Rico. Overall (6 months-17 years)","1","1","52","3",,,"0"
,"Substate","Texas-City of Houston","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"25","896411","2024-2025, Texas-City of Houston. Overall (6 months-17 years)","4","1","73","4",,,"1"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","18.16","5.6565","475","10342984","2024-2025, Region 6. Overall (6 months-17 years)","3","1","7","2",,,"0"
,"State","South Carolina","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","13.6285","2.5892","1931","3186149","2024-2025, South Carolina. Overall (6 months-17 years)",,"1","54","3",,,"0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","39.7241","14.1506","249","13984034","2024-2025, National. Poverty Status: Below Poverty","2","4","1","1",,,"0"
,"Region","Region 10","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.7921","7.3581","260","3046292","2024-2025, Region 10. Overall (6 months-17 years)","2","1","11","2",,,"0"
,"State","California","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"21","7808882","2024-2025, California. Overall (6 months-17 years)","2","1","16","3",,,"1"
,"State","Minnesota","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","14.0726","2.4936","1510","1880968","2024-2025, Minnesota. Overall (6 months-17 years)","1","1","36","3",,,"0"
,"State","Nevada","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"21","1052627","2024-2025, Nevada. Overall (6 months-17 years)","2","1","41","3",,,"1"
,"State","Kentucky","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","2.8325","4.163","42","2054905","2024-2025, Kentucky. Overall (6 months-17 years)","3","1","30","3",,,"0"
,"State","Louisiana","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"25","946041","2024-2025, Louisiana. Overall (6 months-17 years)","2","1","31","3",,,"1"
,"State","Texas","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.3399","2.795","6242","5897545","2024-2025, Texas. Overall (6 months-17 years)",,"1","57","3",,,"0"
,"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"13","531305","2024-2025, Idaho. Overall (6 months-17 years)","4","1","25","3",,,"1"
,"State","Louisiana","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","12.0299","9.8654","49","1181605","2024-2025, Louisiana. Overall (6 months-17 years)","3","1","31","3",,,"0"
,"State","Michigan","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"16","1247013","2024-2025, Michigan. Overall (6 months-17 years)","2","1","35","3",,,"1"
,"State","Oregon","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"26","1243658","2024-2025, Oregon. Overall (6 months-17 years)","2","1","50","3",,,"1"
,"State","Utah","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","49.8903","23.4678","43","739005","2024-2025, Utah. Overall (6 months-17 years)","4","1","59","3",,,"0"
,"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","25.9164","3.9694","1472","369139","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","1","1","70","4",,,"0"
,"State","Connecticut","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"918","587750","2024-2025, Connecticut. Overall (6 months-17 years)","1","1","18","3",,,"1"
,"State","Kansas","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","50.3983","29.1576","41","1150382","2024-2025, Kansas. Overall (6 months-17 years)","2","1","29","3",,,"0"
,"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","22.2313","13.7887","46","3440666","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","2","1","71","4",,,"0"
,"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.5983","15.8313","53","637053","2024-2025, Idaho. Overall (6 months-17 years)","2","1","25","3",,,"0"
,"State","Massachusetts","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"27","1508853","2024-2025, Massachusetts. Overall (6 months-17 years)","4","1","34","3",,,"1"
,"Region","Region 3","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","24.1993","2.7142","12753","6262890","2024-2025, Region 3. Overall (6 months-17 years)","1","1","4","2",,,"0"
,"National","National","Urbanicity","Rural (Non-MSA)","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","12.4834","1.5305","14949","8762571","2024-2025, National. Urbanicity: Rural (Non-MSA)","1","6","1","1",,,"0"
,"State","Texas","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","17.8052","1.3756","6242","6889307","2024-2025, Texas. Overall (6 months-17 years)","1","1","57","3",,,"0"
,"State","Vermont","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"8","69441","2024-2025, Vermont. Overall (6 months-17 years)","3","1","60","3",,,"1"
,"State","Washington","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.8529","15.3437","49","847375","2024-2025, Washington. Overall (6 months-17 years)","2","1","62","3",,,"0"
,"State","Virginia","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"18","957302","2024-2025, Virginia. Overall (6 months-17 years)","3","1","61","3",,,"1"
,"State","Missouri","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"18","1189080","2024-2025, Missouri. Overall (6 months-17 years)","4","1","38","3",,,"1"
,"National","National","Race and Ethnicity","Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","15.1897","6.4469","388","18591433","2024-2025, National. Race/Ethnicity: Hispanic","4","5","1","1",,,"0"
,"State","California","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","19.2368","3.5722","1627","7808882","2024-2025, California. Overall (6 months-17 years)",,"1","16","3",,,"0"
,"State","Delaware","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"21","210534","2024-2025, Delaware. Overall (6 months-17 years)","3","1","19","3",,,"1"
