"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","indicator_label","indicator_category_label","Month_Week","Week_ending","Estimates","CI_Half_width_95pct","Unweighted Sample Size","Current_Season_Week_Ending","Influenza_Season","suppression_flag"
"FLU","State","Hawaii","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","28.2","5.5193","467","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Idaho","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","20.9","7.9652","151","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Straight","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","32.1","2.0339","10,658","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","7.4","1.6405","8,317","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Vermont","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","23.9","8.2381","186","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Arkansas","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.3","3.0426","4,515","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","16.6","5.94","242","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Maine","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","42","10.1073","156","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Illinois-City of Chicago","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","44.1","14.9984","51","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Nevada","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.8","1.9983","5,076","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","24.1","5.3381","1,251","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","White, Non-Hispanic","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","21.1","2.2018","7,930","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Gay/Lesbian/Bisexual/Other","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","12.6","2.2215","29,575","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Gay/Lesbian/Bisexual/Other","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","29.8","6.0303","947","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","7.8","4.0566","4,351","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Above Poverty, Income < $75k","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","34.3","3.7124","3,742","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Other, Non-Hispanic","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","33.7","6.6816","1,237","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Don't Know/Refused","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","7.7","1.4083","23,844","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-Rest of State","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.1","1.8043","8,725","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Delaware","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","40.8","8.0488","242","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Missouri","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.6","3.2421","2,803","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Ohio","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","5.8","2.4916","2,225","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","9.2","1.4804","9,259","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","65-74 years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","50","6.3275","2,455","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Illinois","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.5","1.5987","18,119","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Bexar County","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","29.2","8.576","182","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-City of Houston","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","35","9.9155","113","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Arizona","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","12.1","7.4764","2,965","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Disability Status","Yes","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","12.4","1.8294","40,573","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Virginia","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","21.2","4.7738","452","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","50-64 years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","10","1.5064","96,054","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Rest of State","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.8","1.606","11,694","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sex","Male","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","28","2.5904","5,979","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New Mexico","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.1","1.3745","6,672","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Puerto Rico","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.6","1.3847","10,941","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Urbanicity","Urban (MSA Principal City)","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10.1","1.097","113,809","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Urbanicity","Urban (MSA Principal City)","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","10.1","1.097","113,809","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Kentucky","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","9.7","2.6624","3,688","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","5.5","1.2674","6,996","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Virginia","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","39.3","5.5758","452","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","West Virginia","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","33.5","6.0134","373","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","American Indian/Alaska Native, Non-Hispanic","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","7.5","2.6839","4,191","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Pacific Islander/Native Hawaiian, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","17.4","8.1171","79","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","28","7.5627","151","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Missouri","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.6","3.2421","2,803","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Colorado","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","9.2","1.4804","9,259","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New York","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","7.1","1.6093","11,605","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Health Insurance","Uninsured","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","4.2","0.7291","29,201","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Urbanicity","Rural (Non-MSA)","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","25.5","3.0518","2,747","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","22.1","4.5694","434","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","60+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","17.1","2.5695","5,035","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","40-49 years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","31.3","4.549","1,926","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Above Poverty, Income < $75k","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","26.1","3.1241","3,742","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Louisiana","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","6.2","1.134","6,208","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","39.9","8.7524","151","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","White, Non-Hispanic","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","9.5","0.7444","250,953","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-City of Houston","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","11","2.8214","9,220","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sex","Female","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","36.4","2.5056","6,558","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","27.6","11.7811","117","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Nebraska","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","26.7","10.3817","79","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Black, Non-Hispanic","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10.1","1.6608","33,220","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Pacific Islander/Native Hawaiian, Non-Hispanic","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","11.1","3.8762","1,822","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Rest of State","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10.5","1.876","9,820","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Minnesota","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","26.7","8.5437","152","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Mississippi","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","26.5","8.4767","186","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Maryland","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.7","4.3841","4,447","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","30-39 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","39.7","4.5605","1,846","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","North Dakota","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","25.4","10.5135","88","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","65-74 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","20","4.5472","2,455","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","23.4","7.0436","233","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Tennessee","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","6","2.1273","2,939","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","13.8","2.5926","9,042","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Iowa","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","23.4","9.3785","96","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New York","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","24.8","7.2481","310","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Maryland","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","55.3","13.5249","110","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","18-29 years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","21.8","3.6114","1,840","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","36","7.0931","240","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Connecticut","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM",,,"1,696","2024 Sep 21 12:00:00 AM","2024-2025","1"
"FLU","State","Maine","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","17.4","7.9121","156","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Virginia","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","28.5","5.232","452","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","North Carolina","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","29.2","6.8532","268","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","75+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","17.3","2.6098","43,005","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 6","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","33.2","3.8792","1,913","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.5","1.9152","16,484","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Wisconsin","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","7.9","3.1043","3,261","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","65-74 years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","17.2","2.2935","72,769","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New Jersey","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","20.6","5.1919","347","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","60+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","16","1.4285","152,305","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Florida","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","28","12.3709","117","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Michigan","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","32.9","12.9696","114","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Philadelphia County","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","22","7.7731","155","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-New York City","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","38.1","17.3438","58","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Pacific Islander/Native Hawaiian, Non-Hispanic","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","39.5","6.6965","79","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Carolina","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","11.4","2.5359","10,104","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Wyoming","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","4","1.0876","6,010","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 2","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.6","1.4124","33,290","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Alabama","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","35.2","10.0917","148","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New Mexico","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.1","1.3745","6,672","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","18-29 years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","6.4","0.862","60,148","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Texas","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","10.6","1.6427","28,361","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Hispanic","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","39.7","4.8407","1,951","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Mississippi","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","28.9","8.2189","186","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Oregon","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","30.6","8.9267","145","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","60+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","18.7","2.4676","5,035","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","White, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","36.9","2.2998","7,930","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Above Poverty, Income < $75k","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","9.2","1.0339","111,171","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Pacific Islander/Native Hawaiian, Non-Hispanic","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","11.1","3.8762","1,822","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","42","8.9657","164","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 9","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","12.1","2.331","28,761","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Dakota","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","6","1.5461","6,291","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 10","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","29.3","6.4415","567","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Above Poverty, Income >= $75k","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","30","3.0536","5,039","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","38.9","6.9003","286","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Dakota","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","6","1.5461","6,291","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Utah","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM",,,"1,441","2024 Sep 21 12:00:00 AM","2024-2025","1"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","24.7","6.227","240","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 10","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","37.3","7.3038","567","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 3","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","40","3.7534","2,080","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","California","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","11.5","2.5041","10,130","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Straight","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","25","1.9918","10,658","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Louisiana","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","30.4","5.7195","441","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-Rest of State","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","20","5.5576","252","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Nevada","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.8","1.9983","5,076","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Poverty Status Unknown","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.3","0.9708","76,226","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Vermont","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","21.3","8.5359","186","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","29.3","5.5875","1,020","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 2","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","24.5","4.7251","986","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Illinois-City of Chicago","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","13.8","6.4391","3,942","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.5","1.9152","16,484","2024 Sep 21 12:00:00 AM","2024-2025","0"
